run_number,run_time_ns,algorithm,file,file_size_bytes
1,3565747,quick-sort,13_55K.bin,56320
2,3473037,quick-sort,13_55K.bin,56320
3,3516035,quick-sort,13_55K.bin,56320
4,3448603,quick-sort,13_55K.bin,56320
5,3398991,quick-sort,13_55K.bin,56320
6,3471998,quick-sort,13_55K.bin,56320
7,3422203,quick-sort,13_55K.bin,56320
8,3422282,quick-sort,13_55K.bin,56320
9,3446965,quick-sort,13_55K.bin,56320
10,3462751,quick-sort,13_55K.bin,56320
