run_number,run_time_ns,algorithm,file,file_size_bytes
1,46614299,merge-sort,06_20K.bin,20480
2,46101164,merge-sort,06_20K.bin,20480
3,46900490,merge-sort,06_20K.bin,20480
4,46559258,merge-sort,06_20K.bin,20480
5,46841088,merge-sort,06_20K.bin,20480
6,45922652,merge-sort,06_20K.bin,20480
7,45956107,merge-sort,06_20K.bin,20480
8,46614567,merge-sort,06_20K.bin,20480
9,45894036,merge-sort,06_20K.bin,20480
10,46381385,merge-sort,06_20K.bin,20480
