run_number,run_time_ns,algorithm,file,file_size_bytes
1,50766749,merge-sort,03_5K.bin,5120
2,50978823,merge-sort,03_5K.bin,5120
3,50902601,merge-sort,03_5K.bin,5120
4,51825819,merge-sort,03_5K.bin,5120
5,50943953,merge-sort,03_5K.bin,5120
6,51451312,merge-sort,03_5K.bin,5120
7,51120596,merge-sort,03_5K.bin,5120
8,51552663,merge-sort,03_5K.bin,5120
9,50940702,merge-sort,03_5K.bin,5120
10,51347670,merge-sort,03_5K.bin,5120
