run_number,cycles,cpu_clock_hz,algorithm,file,file_size_bytes
1,62421,13620523,quick-sort,01_100.bin,100
2,57778,13620523,quick-sort,01_100.bin,100
3,62409,13620523,quick-sort,01_100.bin,100
4,57717,13620523,quick-sort,01_100.bin,100
5,57516,13620523,quick-sort,01_100.bin,100
6,57457,13620523,quick-sort,01_100.bin,100
7,57514,13620523,quick-sort,01_100.bin,100
8,57474,13620523,quick-sort,01_100.bin,100
9,57634,13620523,quick-sort,01_100.bin,100
10,57986,13620523,quick-sort,01_100.bin,100
