run_number,run_time_ns,algorithm,file,file_size_bytes
1,91802,bubble-sort,01_100.bin,100
2,81621,bubble-sort,01_100.bin,100
3,84251,bubble-sort,01_100.bin,100
4,83021,bubble-sort,01_100.bin,100
5,81822,bubble-sort,01_100.bin,100
6,79652,bubble-sort,01_100.bin,100
7,80812,bubble-sort,01_100.bin,100
8,77781,bubble-sort,01_100.bin,100
9,80101,bubble-sort,01_100.bin,100
10,88771,bubble-sort,01_100.bin,100
