run_number,run_time_ns,algorithm,file,file_size_bytes
1,59966688,merge-sort,04_10K.bin,10240
2,60803789,merge-sort,04_10K.bin,10240
3,62560374,merge-sort,04_10K.bin,10240
4,65799739,merge-sort,04_10K.bin,10240
5,64044592,merge-sort,04_10K.bin,10240
6,61051211,merge-sort,04_10K.bin,10240
7,63244513,merge-sort,04_10K.bin,10240
8,61561305,merge-sort,04_10K.bin,10240
9,61076296,merge-sort,04_10K.bin,10240
10,60862662,merge-sort,04_10K.bin,10240
