run_number,run_time_ns,algorithm,file,file_size_bytes
1,22395079,quick-sort,17_75K.bin,76800
2,12922487,quick-sort,17_75K.bin,76800
3,10859452,quick-sort,17_75K.bin,76800
4,10711812,quick-sort,17_75K.bin,76800
5,10666851,quick-sort,17_75K.bin,76800
6,10800969,quick-sort,17_75K.bin,76800
7,10724448,quick-sort,17_75K.bin,76800
8,10681885,quick-sort,17_75K.bin,76800
9,10589178,quick-sort,17_75K.bin,76800
10,10788615,quick-sort,17_75K.bin,76800
