run_number,run_time_ns,algorithm,file,file_size_bytes
1,86045,bubble-sort,01_100.bin,100
2,87441,bubble-sort,01_100.bin,100
3,91352,bubble-sort,01_100.bin,100
4,87441,bubble-sort,01_100.bin,100
5,83531,bubble-sort,01_100.bin,100
6,105880,bubble-sort,01_100.bin,100
7,89676,bubble-sort,01_100.bin,100
8,86324,bubble-sort,01_100.bin,100
9,87442,bubble-sort,01_100.bin,100
10,89397,bubble-sort,01_100.bin,100
